transaction_id,transaction_amount_usd,transaction_hour,distance_from_home_miles,is_foreign_transaction,transactions_last_24h,merchant_risk_score,fraud
T02511,25.73,17,10.5,0,4,21.2,Not Fraud
T03301,186.19,13,16.1,0,2,36.7,Fraud
T01010,8.99,17,25.6,0,3,49.1,Not Fraud
T02514,234.54,18,14.7,0,1,31,Not Fraud
T00997,138.94,19,4.7,0,1,22.9,Not Fraud
T03660,47.45,13,6.9,0,1,27.7,Not Fraud
T04163,25.78,8,0.3,0,1,23.2,Not Fraud
T03770,45.01,21,49,0,3,17,Not Fraud
T01015,257.58,10,5.3,0,1,36.9,Not Fraud
T01503,11.17,3,14.3,1,3,22.7,Fraud
T01443,24.53,4,12.2,0,3,12.8,Not Fraud
T02302,27.38,3,203.2,0,0,17.6,Fraud
T03299,31.89,13,80.7,1,1,29.5,Not Fraud
T02979,163.36,5,51.4,0,2,18.1,Fraud
T00546,117.84,8,259.5,0,2,10,Not Fraud
T04374,69.44,2,34.2,0,3,22.2,Not Fraud
T01407,10.74,5,5.2,0,2,22.4,Not Fraud
T00886,71.58,15,9.1,0,6,18.3,Not Fraud
T04158,36.44,8,2,1,2,23.2,Not Fraud
T04080,8.36,13,80,0,2,29.9,Fraud
T04239,71.21,2,18.3,0,4,20.4,Not Fraud
T02042,52.82,0,27.3,0,1,27.5,Not Fraud
T01708,18.82,1,13.6,0,3,24.5,Not Fraud
T02879,16.51,16,1.5,1,0,36.4,Not Fraud
T01003,219.75,6,9.9,0,3,23.7,Not Fraud
T03914,181.73,2,21.1,0,2,6.2,Not Fraud
T01207,36.37,16,3,0,1,39.4,Not Fraud
T02222,15.91,14,4.6,0,4,23.6,Not Fraud
T01521,14.21,21,30.3,0,3,12.7,Not Fraud
T01190,31.81,11,35.1,0,2,30.4,Not Fraud
T00699,7.4,17,14,0,0,14.6,Not Fraud
T04755,25.6,6,244,0,0,26.5,Fraud
T03636,40.18,12,22.2,0,1,36.7,Not Fraud
T03354,40.65,8,269.9,0,1,12.2,Fraud
T00805,61.39,4,3.8,0,5,50.8,Not Fraud
T04568,15.25,15,83.4,0,4,19.9,Not Fraud
T02358,89.19,5,6.8,0,3,48.9,Not Fraud
T00695,36.42,21,4.6,0,4,30.1,Not Fraud
T02304,90.94,3,2.3,0,1,25.7,Not Fraud
T01622,16.25,11,3.3,0,2,29.1,Not Fraud
T04001,78.49,21,3.2,0,1,56.2,Not Fraud
T01640,55.64,3,3.5,0,4,9.6,Not Fraud
T01902,119.54,0,1.3,0,4,30.2,Not Fraud
T00095,42.44,8,13.8,0,0,21,Not Fraud
T04630,33.36,7,3.8,1,4,36.3,Not Fraud
T04312,34.11,13,25.8,0,4,1.9,Not Fraud
T01825,39.13,23,15.5,0,3,50.1,Fraud
T01582,38.46,7,0.3,0,1,14.2,Not Fraud
T02804,24.39,18,8.5,0,3,41,Not Fraud
T01043,14.09,16,43,0,1,33.6,Not Fraud
T01229,21.71,10,14.7,0,3,24.9,Not Fraud
T00579,41.35,7,1.8,0,0,21.2,Not Fraud
T03946,59.24,18,1,0,3,32.6,Not Fraud
T01779,113.53,2,6.2,1,1,37.6,Not Fraud
T00260,35.54,22,20.2,1,6,47.9,Not Fraud
T03972,6.51,0,12.6,0,3,29,Not Fraud
T01109,5.63,10,8.3,0,4,28.8,Not Fraud
T01313,25.29,23,11.1,0,2,11.4,Not Fraud
T00792,10.33,11,25.5,0,4,44.8,Not Fraud
T04345,22.73,15,1.5,0,5,47.1,Not Fraud
T01344,22.19,18,2.5,0,0,38.1,Not Fraud
T03357,39.79,21,26.7,1,2,70.9,Fraud
T02679,32.34,19,1,0,4,47.3,Not Fraud
T01544,23.03,23,16.1,0,2,7.7,Not Fraud
T04748,16.04,7,19.1,1,4,33.8,Not Fraud
T04773,4.91,14,18.4,0,3,34.4,Not Fraud
T00885,58.09,3,8.5,0,4,25.8,Not Fraud
T03886,28.55,17,796.8,0,1,34.3,Fraud
T00593,18.13,20,0.9,0,4,29.7,Not Fraud
T02934,3.83,15,4.9,0,4,55.2,Not Fraud
T01473,48.32,17,4.5,0,4,14.8,Not Fraud
T04899,38.98,23,14.8,1,3,14.8,Fraud
T04911,121.07,2,4.3,0,0,21.6,Not Fraud
T04075,6.84,19,4.9,0,0,22.4,Not Fraud
T02755,71.69,6,8.2,0,0,16.1,Not Fraud
T01442,8.18,15,9.5,0,6,15.7,Not Fraud
T02655,55.73,9,0.3,0,5,8.4,Not Fraud
T02353,6.55,10,13.6,0,1,15.2,Not Fraud
T03919,216.27,8,3.7,0,1,31.7,Not Fraud
T03158,22.37,23,19.9,0,2,8.8,Not Fraud
T02031,67.49,11,4.5,0,2,30.5,Not Fraud
T03511,56.05,20,27.4,0,3,14.2,Not Fraud
T04905,14.47,5,2.3,0,4,31.9,Not Fraud
T03552,34.67,14,52.1,1,2,10.4,Not Fraud
T04117,68.13,16,112.7,0,1,50.6,Fraud
T03605,5.82,5,21.5,0,1,67.3,Fraud
T04125,7.86,8,3.7,0,4,22.5,Not Fraud
T04204,101.93,18,5.3,0,3,16.9,Fraud
T04376,1.75,21,3.5,0,5,24.7,Not Fraud
T02662,21.68,12,28.2,0,2,41.9,Not Fraud
T03312,39.6,20,2.3,0,0,10.6,Not Fraud
T03684,22.77,1,5.9,0,1,39.9,Not Fraud
T03833,5.34,13,2.3,0,3,30.2,Fraud
T01007,29.7,16,15.9,1,3,33.9,Not Fraud
T00630,24.55,11,10.3,1,3,3.3,Fraud
T01020,191.24,5,6.8,0,6,40.7,Not Fraud
T02329,38.1,15,41,0,1,19.7,Not Fraud
T01722,81.08,10,2.1,0,3,27.3,Not Fraud
T00534,85.86,4,321.9,0,1,15.5,Fraud
T00032,22.69,0,2.7,0,2,39.2,Not Fraud
T00338,30.68,13,0.7,0,0,17.1,Not Fraud
T02470,21.92,18,5.8,0,0,10.8,Not Fraud
T02298,49.81,12,78.3,1,1,69.2,Fraud
T00375,23.68,21,45.1,0,0,28.8,Not Fraud
T00192,98.72,5,27.9,0,2,28.3,Not Fraud
T03185,63.93,12,4.3,0,0,44.4,Not Fraud
T03913,38.77,4,3.1,0,4,29.6,Not Fraud
T03152,127.02,12,6.2,0,4,5,Not Fraud
T00924,66.15,23,2.1,0,0,25.1,Not Fraud
T03014,47.7,5,27.2,0,0,21,Not Fraud
T01943,188.44,17,3.6,0,2,26.9,Not Fraud
T00258,66.21,21,2.5,0,4,65.4,Not Fraud
T00835,10.33,19,9.5,0,0,31.2,Not Fraud
T04627,91.31,14,30.3,0,3,60.8,Fraud
T03933,3.96,3,16,0,3,32.5,Not Fraud
T01501,20.37,7,14,0,3,36.5,Fraud
T00828,22.92,16,91.2,0,3,44,Not Fraud
T02738,80.6,8,4.6,0,5,30.6,Not Fraud
T04103,37.94,21,60.8,0,2,20.3,Not Fraud
T04723,5.36,6,20.8,0,2,12.2,Not Fraud
T03315,13.88,2,22.5,0,1,18.5,Fraud
T03209,11.86,17,16.4,0,3,25,Not Fraud
T01011,104,12,2.2,0,2,37.8,Not Fraud
T01276,12.28,15,3.3,0,1,39.5,Not Fraud
T03440,113.16,19,1.5,0,2,16.8,Not Fraud
T04154,13.94,6,8.2,0,3,50.2,Not Fraud
T00279,37.28,13,7.9,0,2,40.1,Not Fraud
T01325,18.99,11,7,0,2,32.7,Not Fraud
T03486,19.39,15,55.4,0,2,36,Fraud
T02017,37.41,11,585.3,0,3,25.7,Fraud
T04572,212.74,1,0.7,0,2,39.2,Not Fraud
T01895,53.79,3,3.2,0,3,30.5,Not Fraud
T04237,36.32,11,34,0,3,43.6,Not Fraud
T04261,20.65,6,2.8,0,3,46.2,Not Fraud
T01136,23.22,1,18.9,0,3,26.3,Not Fraud
T00072,92.84,12,8.2,0,1,7.7,Not Fraud
T02458,15.85,13,22.1,0,1,13.8,Not Fraud
T02898,32.66,5,1.8,0,1,31.1,Fraud
T04178,37.17,7,11.4,0,4,8.7,Not Fraud
T02166,44.01,14,0.6,0,1,17,Not Fraud
T01918,52.25,17,5.7,0,3,25.1,Not Fraud
T04134,11.44,1,168.4,0,2,30.5,Fraud
T01113,273.94,10,3.7,0,2,24.5,Not Fraud
T02533,124.74,0,49.2,0,0,13.9,Not Fraud
T04188,6.41,16,6.4,0,3,15.4,Not Fraud
T00243,33.92,16,6.5,0,3,47.5,Not Fraud
T04042,15.41,4,5.2,0,4,28.9,Not Fraud
T03045,30.73,19,7.6,0,1,30.2,Not Fraud
T04259,18.33,13,19.7,0,2,33.2,Not Fraud
T04433,130,16,3.1,0,1,56.8,Not Fraud
T03685,151.07,4,10.6,0,2,29.1,Not Fraud
T02592,33.59,14,57.1,0,1,37.7,Not Fraud
T04166,31.71,9,4.2,0,1,41.3,Not Fraud
T04733,88.61,0,1.7,0,0,21.1,Fraud
T03395,28.39,2,11.7,0,1,51.9,Not Fraud
T00200,10.58,7,0.5,0,1,66.1,Not Fraud
T00513,146.45,12,4.4,0,4,12.1,Not Fraud
T03781,28.9,5,1,0,2,23.9,Not Fraud
T02444,16.13,14,1.4,0,3,15.9,Not Fraud
T04093,66.26,3,4.1,1,4,30.8,Fraud
T01188,13.03,1,18.5,0,3,17.9,Not Fraud
T00854,201.17,12,3.8,0,1,23.2,Not Fraud
T01200,27.42,22,22.8,0,2,29,Not Fraud
T01580,106.45,13,1.9,0,3,0.5,Not Fraud
T02858,197.18,0,4.8,0,4,56.1,Fraud
T03010,24.75,0,7.5,0,1,60.2,Not Fraud
T04584,29.37,0,37.2,0,3,6.5,Not Fraud
T01803,32.34,1,17.3,0,1,58.4,Not Fraud
T00332,59.15,21,3.5,0,1,41,Fraud
T01840,55.73,2,12,0,2,15.1,Not Fraud
T04980,170.96,12,4.2,0,6,35.6,Fraud
T03873,3.07,18,17.8,0,2,44.9,Not Fraud
T01081,3.99,0,13.4,0,2,32.9,Not Fraud
T00687,15.75,9,204.4,0,3,19.1,Fraud
T00414,25.87,3,23,0,3,17.7,Not Fraud
T02299,39.02,7,176.6,0,2,12.1,Not Fraud
T01425,8.91,4,37.4,0,2,23.2,Not Fraud
T01860,38.64,15,9,0,1,39.1,Not Fraud
T03917,188.9,18,10,0,1,8,Not Fraud
T00337,4.38,4,7.3,0,2,32.9,Not Fraud
T03931,43.84,13,6.4,0,4,40.8,Not Fraud
T00934,176.96,2,5,0,1,16.8,Not Fraud
T04644,28.71,15,29.2,0,5,26.3,Not Fraud
T03844,15.9,16,14.7,0,3,37.9,Not Fraud
T04550,220.65,5,6.9,0,1,18.9,Not Fraud
T00112,21.19,9,169.1,0,1,28.7,Fraud
T00301,506.68,12,197.6,0,1,10.6,Not Fraud
T03703,30.17,13,4.2,0,4,44.2,Not Fraud
T00185,65.35,18,1.3,0,3,24,Not Fraud
T03052,21.2,23,111.2,0,5,27,Not Fraud
T04414,128.91,22,44.4,0,4,18.4,Not Fraud
T00438,36.42,13,4.1,0,2,56.7,Not Fraud
T04589,32.25,11,29.6,0,2,17,Not Fraud
T03022,20.64,7,0.7,0,2,34.6,Not Fraud
T02019,12.68,3,13.6,0,1,39.3,Not Fraud
T01810,62.51,9,8.1,0,5,28.4,Not Fraud
T01644,7.99,4,8,0,7,24.6,Not Fraud
T02225,86.88,13,43.8,0,1,41.4,Not Fraud
T00905,7.39,10,12.4,0,2,57.3,Not Fraud
T03309,17.14,23,46.6,0,1,43.7,Not Fraud
T03145,23.33,15,39.1,0,1,13.9,Not Fraud
T04024,67.43,1,18.1,0,4,65.8,Not Fraud
T03360,7.96,1,20.5,0,6,41.5,Not Fraud
T03507,19.74,17,8.5,0,4,58.4,Not Fraud
T01254,75.39,10,0.2,0,1,3.8,Not Fraud
T01830,17.67,11,58.9,0,3,17.5,Not Fraud
T03809,384.94,16,7,0,2,19.3,Not Fraud
T00731,18.73,13,4.4,0,2,25.2,Not Fraud
T03810,4.32,3,26.6,1,2,18,Not Fraud
T00842,85.72,11,7.3,1,0,31.2,Not Fraud
T03207,17.78,22,23.2,0,2,17,Not Fraud
T01955,11.1,9,8.2,0,1,46.4,Not Fraud
T04051,8.43,6,21.5,0,1,17.7,Not Fraud
T00340,12.14,0,152.4,0,4,35.9,Fraud
T00415,10.03,14,3.8,0,0,35.9,Fraud
T04778,5.89,10,32.9,0,2,29.2,Not Fraud
T00785,199.39,7,13.3,0,3,21.3,Fraud
T02989,13.27,18,101.5,0,1,24.6,Not Fraud
T04253,67.87,16,2.3,0,1,67.2,Fraud
T00101,170.47,1,10,0,2,28.6,Not Fraud
T01303,22.23,7,6.1,0,1,12.1,Not Fraud
T00355,43.8,0,95.8,0,2,8.9,Not Fraud
T00023,48.56,23,72,0,3,14.4,Not Fraud
T00764,36.51,22,19.6,0,2,14.2,Not Fraud
T00930,167.2,6,3.7,0,2,41.9,Fraud
T02350,12.92,7,3.9,0,3,6.2,Not Fraud
T03678,198.24,23,4.2,0,3,66.9,Fraud
T01725,23.84,0,24.4,0,1,68.2,Not Fraud
T04318,83.26,18,13.8,0,4,1.6,Not Fraud
T04307,11.69,22,10.2,1,4,32.5,Not Fraud
T00075,118.83,19,22.7,0,2,36.4,Not Fraud
T04161,38.47,15,85.4,0,1,14.5,Not Fraud
T03271,4.94,14,10.7,0,3,36.7,Fraud
T00891,22.89,11,3.5,0,3,23,Not Fraud
T02074,7.25,13,1.9,1,1,29,Not Fraud
T03856,19.21,6,81.2,0,2,36.7,Not Fraud
T03945,21.19,23,28.4,1,1,5.1,Not Fraud
T03211,30.41,3,10,0,1,14.2,Not Fraud
T01696,19.52,7,2.5,0,5,65.1,Not Fraud
T04890,60.4,14,11.6,0,0,52.1,Not Fraud
T00066,107.15,13,1.2,0,0,41,Not Fraud
T01073,87.7,0,1.3,1,1,29.9,Fraud
T00782,109.88,3,164.6,0,6,40.2,Fraud
T02330,25.22,12,9.6,0,3,23.6,Not Fraud
T00395,29.51,5,1.8,0,2,50.4,Not Fraud
T03782,118.73,11,20.2,1,5,40.9,Fraud
T02539,32.11,12,21,0,1,58.3,Not Fraud
T02356,40.58,2,4.7,0,2,30.6,Fraud
T00290,13.19,21,2.6,0,3,30.4,Not Fraud
T04048,8.06,0,4.5,0,3,62.6,Not Fraud
T02201,205.18,14,1.6,0,1,51.9,Not Fraud
T02309,27.73,17,6,0,2,9.3,Not Fraud
T02430,73.46,9,4.6,0,1,46.5,Not Fraud
T01364,937.19,0,0.6,1,4,27.4,Not Fraud
T02741,8.92,10,11.8,0,2,7.4,Not Fraud
T02475,39.97,11,3.1,0,0,28.8,Not Fraud
T00468,43.17,20,4.7,0,4,11,Not Fraud
T03083,16.28,4,4.4,0,2,39.5,Not Fraud
T01221,17.04,1,43.9,0,4,31.5,Not Fraud
T03749,11.4,19,61.6,0,1,33.1,Not Fraud
T00481,72.98,8,11.9,0,4,48.7,Not Fraud
T00435,8.29,9,197,0,3,20.2,Fraud
T02548,16.59,16,5.3,0,3,33.1,Not Fraud
T02240,27.16,13,64.6,0,3,38.2,Not Fraud
T02051,23.78,19,5.9,0,4,18.9,Not Fraud
T03739,30.1,5,4.6,0,1,12.9,Not Fraud
T01996,44.38,13,2.4,0,1,52.1,Not Fraud
T00624,51.75,2,3.5,0,4,26.9,Not Fraud
T02716,9.43,0,376.7,0,1,39.1,Not Fraud
T02924,12.19,1,19.4,0,4,53.4,Fraud
T03417,4.39,13,6,0,2,35.5,Not Fraud
T02895,17.95,22,13,0,2,28.5,Not Fraud
